"","Sr","Test Name","Normal Range","Unit","Default Value","Cate","Type","Valid","Highligh"
"","1764","Hemoglobin (HB)","13 - 18","g/dl","","Standard","Decimal","0 - 500","13 - 18"
"","1765","Hematocrit (HCT)","38 - 52","%","","Standard","Decimal","0 - 100","38 - 52"
"","1766","Urea","10 - 50","mg/dl","","Standard","Decimal","0 - 400","10 - 50"
"","1767","Blood Urea Nitrogen (BUN)","8 - 22","mg/dl","","Standard","Formula","0 - 999999","8 - 22"
"","1768","Creatinine","0.55 - 1.3","mg/dl","","Standard","Decimal","0 - 40","0.55 - 1.3"
"","1769","Glomerular Filteration Rate (GFR)","15 - 60","mL/Min/1.73m^2","","Standard","Decimal","0 - 500","15 - 60"
"","1770","Globulin","1.8 - 3.5","g/dl","","Standard","Formula","0 - 999999","1.8 - 3.5"
"","1771","alkaline phosthate","85-306","u/l","","Standard","Text","0 - 500","85 - 306"
"","1772","Creatinine","0.6 - 1.3","mg/dl","","Standard","Decimal","0 - 99","0.6 - 1.3"
"","1773","Triglycerides","Male: 40 - 160Female: 35 - 135","mg/dl","","Standard","Machine","0 - 999999","0 - 160"
"","1774","V.L.D.L","Normal: < 32Borderline High: 32 to 42High: 42 to 102Very High: > 102","mg/dl","","Standard","Decimal","0 - 99999","0 - 102"
"","1775","Serum Cholesterol","Normal: < 200Boderline High: 200 - 220Very High: > 220","mg/dl","","Standard","Machine","0 - 999999","0 - 220"
"","1776","HDL Cholesterol.","Male: 41 - 66Female: 48 - 73","mg/dl","","Standard","Machine","0 - 999999","41 - 73"
"","1777","LDL Cholesterol","Normal: < 119Borderline High: 119-138Very High: >145","mg/dl","","Standard","Decimal","0 - 999","0 - 145"
"","1778","Cholesterol / HDL Cholesterol Ratio","Desirable: 3.5 to 5.0High: > 5.0","mg/dl","","Standard","Formula","0 - 500","0 - 5"
"","1779","Bilirubin Total","Adults: 0.1-1.1Newborn: <10","mg/dl","","Standard","Decimal","0 - 250","0.2 - 1.1"
"","1780","SGPT (ALT)","5-40","U/L","","Standard","Decimal","0 - 99999","4 - 40"
"","1781","SGOT (AST)","9-35","U/L","","Standard","Decimal","0 - 99999","8 - 35"
"","1782","Gamma GT","10-45","IU/L","","Standard","Decimal","0 - 150","10 - 45"
"","1783","Total Protein","5.0 - 7.5","g/dL","","Standard","Decimal","0 - 25.5","5 - 7.5"
"","1784","Albumin","2.5 - 4.0","g/dl","","Standard","Decimal","0 - 500","2.5 - 4"
"","1785","Globulins","2.5 - 4.0","g/dl","","Standard","Formula","0 - 999999","2.5 - 4"
"","1786","Blood Urea Nitrogen (BUN)","8 - 22","mg/dl","","Standard","Formula","0 - 999999","8 - 22"
"","1787","HDL Cholesterol","Low : < 39Normal : > 40","mg/dl","","Standard","Decimal","0 - 400","39 - 60"
"","1788","V.L.D.L","Less than 30 mg/dL Normal30 to 40 mg/dL Borderline High40 to 100 mg/dL HighMore than 100 mg/dL Very High","mg/dl","","Standard","Decimal","0 - 120","0 - 40"
"","1789","NON-HDL CHOLESTEROL","Desirable :     < 130Above Desirable:  130 – 159Broderline High:  160 – 189High:             190 – 219Very High: > or = 220","","","Standard","Formula","0 - 999999","0 - 190"
"","1790","Cholesterol / HDL Cholesterol Ratio","Desirable: 3.5 to 5.0High: > 5.0","mg/dl","","Standard","Formula","0 - 500","0 - 5"
"","1791","LDL CHOLESTEROL/HDL CHOLESTEROL RATIO","Risk                                              MenVery low (1/2 average)                    1Average risk                                   3.6Moderate risk (2x average)             6.3","","","Standard","Formula","0 - 999999","0 - 6.3"
"","1792","Globulins","1.8 - 3.5","g/dl","","Standard","Formula","0 - 999999","1.8 - 3.5"
"","1793","A/G Ratio","1.1 - 2.4",".","","Standard","Formula","0 - 999","1.1 - 2.4"
"","1794","Indirect Bilirubin.","0.1 - 0.75","mg/dl","","Standard","Formula","0 - 999999","0.1 - 0.75"
"","1795","T-Spot TB Test(T-Cell Count)","Interpretation:Negative <5Borderline 5-7Positive > 7","","","Standard","Text","0 - 500","0 - 999999999"
"","1796","Hepatitis B Surface Antigen","","","","Standard","List","0 - 500","0 - 999"
"","1797","HBsAg Patient's index value","Negative <0.9Border Line 0.9 - 1.0Positive >1.0","","","Standard","Text","0 - 500","0 - 99999"
"","1798","Anti HCV Elisa Result","","","","Standard","List","0 - 500","0 - 500"
"","1799","Anti HCV Patient's index value","Negative: < 0.9Borderline: 0.9 to 1.2Positive: > 1.2","S/CO","","Standard","Decimal","0 - 999","0 - 500"
"","1800","Hyaline Cast","Nil","","Nil","Standard","Text","0 - 500","0 - 99999"
"","1801","ESR","Female: Less than 30Male: Less than 20","mm/1st hr","","Standard","Decimal","0 - 1000","10 - 30"
"","1802","INR","0.83 - 1.16","","","Standard","Formula","0 - 999999","0.83 - 1.16"
"","1803","LDL CHOLESTEROL","Desirable: < 99Above Desirable: 100-129Borderline: 130 - 159High: 160 - 189Very High: > 190","mg/dl","","Standard","Formula","0 - 999999","0 - 160"
"","1804","CHOLESTEROL / HDL CHOLESTEROL RATIO","Desirable: 3.5 to 5.0High: > 5.0","mg/dl","","Standard","Formula","0 - 999999","0 - 5"
"","1805","T3","0.5 - 5.0","ng/mL","","Standard","Decimal","0 - 5.64","0.5 - 5"
"","1806","T4","60.0- 120.0","nmol/L","","Standard","Decimal","0 - 459","60 - 120"
"","1807","TSH","Adult: 0.34 - 5.60Child: 0.40 - 7.00","µIU/mL","","Standard","Decimal","0 - 21","0.4 - 7"
"","1808","Hemoglobin (HB)","Female: 13-16Male: 10- 25","g/dl","","Standard","Integer","0 - 100","13 - 25"
"","1809","Urea","10- 50","mg/dl","","Standard","Decimal","0 - 400","8 - 50"
"","1810","Creatinine","0.4-1.3","mg/dl","","Standard","Decimal","0 - 40","0.4 - 1.3"
"","1811","Serum Cholesterol","140-200","mg/dl","","Standard","Decimal","0 - 1000","140 - 200"
"","1812","Triglycerides","50-150","mg/dl","","Standard","Decimal","0 - 1200","50 - 150"
"","1813","Eosinophil, Absolute","02 - 05","*10^9/l","","Standard","Decimal","0 - 100","2 - 5"
"","1814","Intact Parathyroid Hormone (IPTH)","10 - 65","pg/mL","","Standard","Decimal","0 - 9999","0 - 65"
"","1815","Dengue Virus (IgG)","Negative: < 9.0Borderline: 9.0 to 1.1Positive: > 1.1","","","Standard","Decimal","0 - 33","0 - 11"
"","1816","Beta HCG Level","0-5 for non pregnantGestational AgeUpto 4 wks:5-1005 wks: 200-30006 wks: 10,000-80,0007-14 wks: 90,000-500,00015-26 wks: 5000-80,00026-40 wks: 3000-15,000","mIU/mL","","Standard","Decimal","0 - 1000000","0 - 10000000"
"","1817",".","","","","Standard","Text","0 - 2000","0 - 99999"
"","1818","Physical Examination","","","","Descriptive","Text","0 - 500","0 - 99999"
"","1819","Microscopic Examination","","","","Standard","Text","0 - 250","0 - 99999"
"","1820","Rubella IgM","Positive: > 1.0","IU/ml","","Standard","Decimal","0 - 3","0 - 1"
"","1821","Rubella IgG","Less Than 10","IU/mL","","Standard","Text","0 - 500","0 - 10"
"","1822","T.I.B.C.","250.00 400.00","µg/dl","","Standard","Text","0 - 500","0 - 99999999"
"","1823","HB-A2","2.0 - 3.2","%","","Standard","Decimal","0 - 100","0 - 99"
"","1824","BETA-HCG","< 10.00 for non pregnantGestational AgeUpto 4 wks:5-1005 wks: 200-30006 wks: 10,000-80,0007-14 wks: 90,000-500,00015-26 wks: 5000-80,00026-40 wks: 3000-15,000","mIU/mL","","Standard","Decimal","0 - 1000000","0 - 10000000"
"","1825","Free T4","8.9 - 17.2","ng/dl","","Standard","Decimal","0 - 66","0 - 500"
"","1826","Intact Parathyroid Hormone (IPTH) (Fasting)","10 - 65","pg/mL","","Standard","Decimal","0 - 1000","0 - 1000"
"","1827","TSH","Adult: 0.30 - 4.50Child: 0.40 - 7.00","µIU/mL","","Standard","Text","0 - 110","0.3 - 4.5"
"","1828","Adrenocorticotropic Hormone (ACTH)-AM","6.0 - 48.0","pg/ml","","Standard","Decimal","0 - 173.4","0 - 500"
"","1829","Anti Mullerian Hormone (AMH)","Female:< 10 years 0.08 - 10.610 - 20 -  0.62 - 10.921 - 30 -  0.08 - 10.231 - 40 -  0.15 - 10.641 - 50 -  0.08 - 6.12> 50    -  0.08 - 0.40Male:1 - 11  -  39.1 - 33012 - 20 -  1.15 - 142> 20    -  0.60 - 18.20","ng/mL","","Standard","Text","0 - 500","0 - 500"
"","1830","PSA (Prostate Specific Antigen) Total","Male: < 4.0Female: < 5.0","ng/ml","","Standard","Decimal","0 - 500","0 - 500"
"","1831","Serum Ferritin","Men : 25 - 350Women : 13 - 232Newborn: 22 - 220Children (6 months - 15 years): 7 - 140","ng/ml","","Standard","Decimal","0 - 900","0 - 1000"
"","1832","Serum Globulin","1.8 - 3.4","mg/dl","","Standard","Formula","0 - 10.2","0 - 100"
"","1833","Urine Protein","<80<300 (pregnancy)","mg/24 Hours","","Standard","Decimal","0 - 5000","0 - 5000"
"","1834","Alkalaine Phosphatase","Male:      80 - 306Female:    64 - 3060-15 year: up to - 6440-17 years:up to - 483","U/L","","Standard","Text","0 - 500","0 - 5000"
"","1835","L.D.H.","140 to 280","U/L","","Standard","Decimal","0 - 99999","0 - 5000"
"","1836","Albumin (Spot Urine)","< 35","mg/dl","","Standard","Decimal","0 - 500","0 - 500"
"","1837","Creatinine (Spot Urine)","40 - 278 - Male 29 - 226 - Female","mg/dl","","Standard","Decimal","0 - 500","0 - 5000"
"","1838","Albumin / Creatinine Ratio (Spot Urine)","0.2","","","Standard","Decimal","0 - 50","0 - 500"
"","1839","Direct Bilirubin","0.3 - 0.7","mg/dl","","Standard","Decimal","0 - 999","0.3 - 0.8"
"","1840","Indirect Bilirubin","0.1 - 0.4","mg/dl","","Standard","Formula","0 - 999999","0.1 - 0.4"
"","1841","Alkalaine Phosphatase","Male:      80 - 306Female:    64 - 3060-15 year:  up to- 6440-17 years  up to-483","U/L","","Standard","Decimal","0 - 9999","80 - 650"
"","1842","Rheumatoid Factor (Rh)","<20","iu/ml","","Standard","Decimal","0 - 5000","0 - 20"
"","1843","Indirect Bilirubin","0.1 - 0.3","mg/dl","","Standard","Formula","0 - 999999","0 - 50"
"","1844","Eosinophils","1 - 5","%","","Standard","Formula","0 - 100","0 - 111"
"","1845","Blood Urea Nitrogen (BUN)","4-23","mg/dl","","Standard","Formula","0 - 66","4 - 500"
"","1846","SGPT (ALT)","5 - 42","U/L","","Standard","Text","0 - 500","0 - 10000"
"","1847","Cholesterol / HDL Cholesterol Ratio","Normal: 3.5 to 5.0High: > 5.0","mg/dl","","Standard","Text","0 - 500","0 - 500"
"","1848","V.L.D.L","Normal: < 30Borderline High: 30 to 40","mg/dl","","Standard","Text","0 - 500","0 - 500"
"","1849","PT","14","Seconds","","Standard","Text","0 - 121","0 - 1000"
"","1850","Serum Ferritin","Males : 25 - 350Females : 13 - 232","ng/ml","","Standard","Text","0 - 500","0 - 9999"
"","1851","FREE T4","0.89-1.72","ng/dl","","Standard","Decimal","0 - 99","0 - 45"
"","1852","After 75 Grams Glucose ( 1/2 hour )","80-160","mg/dl","","Standard","Decimal","0 - 999","80 - 160"
"","1853","Anti CCP Antibody","< 17 Negative> 17 Positive","U/mL","","Standard","Text","0 - 500","0 - 999"
"","1854","TROPONIN-T (QUALITATIVE)","NEGATIVE","","","Standard","List","0 - 500","0 - 999998"
"","1855","HbA1c","5.0 - 6.4","%","","Standard","Decimal","0 - 100","5 - 6.4"
"","1856","After 75 Grams Glucose ( 2 hour )","80-160","mg/dl","","Standard","Decimal","0 - 999","80 - 160"
"","1857","Helicobacter Pylori Abs (IgG)","Negative: < 0.9Borderline: 1.0 - 1.1Positive: > 1.2","U/ml","","Standard","Text","0 - 100","0 - 1000"
"","1858","QuantiFeron-TB Gold Test","(See below)","IU/ml","","Descriptive","Text","0 - 500","0 - 100"
"","1859","CMV IgG","Negative: < 0.9Grayzone: 0.90 to 1.1Positive: > 1.1","IU/ml","","Standard","Text","0 - 500","0 - 100"
"","1860","CMV IgM","Negative: < 0.9Grayzone: 0.90 to 1.1Positive: > 1.1","IU/ml","","Standard","Text","0 - 500","0 - 100"
"","1861","HSV-1 IgG","Negative: < 0.9Equivocal: 0.9 to 1.1Positive: > 1.1","IU/ml","","Standard","Text","0 - 500","0 - 0"
"","1862","HSV-1 IgM","Negative: < 0.9Equivocal: 0.9 to 1.1Positive: > 1.1","IU/ml","","Standard","Text","0 - 500","0 - 500"
"","1863","Toxoplasma IgG","Negative","","","Standard","List","0 - 500","0 - 0"
"","1864","Toxoplasma IgM","Negative","","","Standard","List","0 - 500","0 - 0"
"","1865","Blood Urea Nitrogen (BUN)","4-23","mg/dl","","Standard","Formula","0 - 66","4 - 500"
"","1866","Indirect Bilirubin","0.1 - 0.3","mg/dl","","Standard","Formula","0 - 999999","0 - 50"
"","1867","INR","0.9 - 1.1","","","Standard","Formula","0 - 999999","0.9 - 1.1"
"","1868","Rapid Progressive","> 20 %","%","%","Standard","Text","0 - 100","0 - 100"
"","1869","Progressive (PR)","> 20 %","%","%","Standard","Text","0 - 500","0 - 100"
"","1870","Cholesterol / HDL Cholesterol Ratio","Normal: 3.5 to 5.0High: > 5.0","mg/dl","","Standard","Formula","0 - 500","0 - 500"
"","1871","V.L.D.L","Normal: < 30Borderline High: 30 to 40","mg/dl","","Standard","Formula","0 - 120","0 - 500"
"","1872","FREE T4","0.6 - 1.12","ng/dl","","Standard","Text","0 - 500","0 - 100"
"","1873","INR","0.9 - 1.1","","","Standard","Formula","0 - 999999","0.9 - 1.1"
"","1874","Insulin (Fasting)","Child upto 12 years: < 10Adult (Normal): 0.7 - 9.0Diabetic (Type 2): 0.7 - 25","uIU/ml","","Standard","Decimal","0 - 27","0 - 9"
"","1875","TSH receptor antibodies (TRAB)","Normal <1.75High   =1.75","IU/L","","Standard","Text","0 - 500","0 - 1.74"
"","1876","BETA HCG","Female;Non Pregnant < 10.00Pregnant Female3-7   Days     5     - 501-2   Weeks    10    - 4722-3   Weeks    90    - 4,5903-4   Weeks    462   - 10,9404-5   Weeks    1,065 - 68,2485-6   Weeks    7,458 - 118,5156-7   Weeks    14,423- 175,6387-8   Weeks    31,510- 184,6288-12  Weeks    28,639- 224,91912-16 Weeks    9,870 - 106,91716-18 Weeks    7,924 - 56,552Male < 10.00","mIU/ml","","Standard","Text","0 - 500","0 - 999999"
"","1877","Blood Urea Nitrogen (BUN)","7.0 - 22.0","mg/dl","","Standard","Machine","0 - 999999","7 - 22"
"","1878","Creatinine","Male   "" 0.6 - 1.1 ""Female "" 0.5 - 0.9 ""","mg/dl","","Standard","Machine","0 - 999999","0.5 - 1.2"
"","1879","Osmolality (Urine)","50.0  -  1200.0","mOsmol/kg","","Standard","Decimal","0 - 4500","50 - 1200"
"","1880","Stool for Clostridium-Difficile Toxin","SEE BELOW","-","","Standard","Decimal","0 - 3.3","0 - 1.1"
"","1881","Platelets Count","150000 - 450000","/cu mm","","Standard","Decimal","0 - 999999","150000 - 450000"
"","1882","Gamma GT","Male: < 50 , Female: < 30","U/L","","Standard","Machine","0 - 999999","0 - 50"
"","1883","Albumin","3.7 - 5.3","g/dL","","Standard","Machine","0 - 999999","3.7 - 5.3"
"","1884","S.G.O.T (A.S.T)","Male:< 40 Female: < 35","U/L","","Standard","Decimal","0 - 99999","0 - 40"
"","1885","Gamma GT","Male:< 50, Female:< 30","U/L","","Standard","Machine","0 - 999999","0 - 50"
"","1886","C.P.K","Male: 38 - 174Female: 26 - 140","U/L","","Standard","Decimal","0 - 9999","26 - 174"
"","1887","SGOT (AST)","Adult: < 40","U/l","","Standard","Machine","0 - 999999","0 - 40"
"","1888","Micro Albumin","Less Than 25","mg/24 Hours","","Descriptive","Machine","0 - 999999","0 - 25"
"","1889","Uric Acid","Female: 2.5 - 6.0Male: 3.5 - 7.2Child <12 year: 2.0 - 5.5","mg/dl","","Standard","Machine","0 - 999999","2 - 7.2"
"","1890","Serum Cholesterol","Desirable: < 200Borderline High: 200 - 220High: > 220","mg/dl","","Standard","Decimal","0 - 720","0 - 220"
"","1891","Triglycerides","Male: 40 - 160Female: 35 - 135","mg/dl","","Standard","Decimal","0 - 2500","0 - 160"
"","1892","HDL Cholesterol","Male: 41 - 66Female: 48 - 73","mg/dl","","Standard","Decimal","0 - 400","41 - 73"
"","1893","Glomerular Filteration Rate (GFR)","Stage 1   GFR equal to or more than 90    may be slight renal damage with normal or increased GFR  Stage 2   GFR 60-89 mild decrease in renal function  Stage 3   GFR 30-59  moderate decrease in renal function  Stage 4   GFR 15-29 severe decrease in renal function  Stage 5   GFR less than 15, consider dialysis or renal transplant","mL/Min/1.73m^2","","Standard","Decimal","0 - 500","0 - 99999"
"","1894","ProBNP (N-t) II","Less Than 300","pg/ml","","Standard","Decimal","0 - 900","0 - 300"
"","1895","APTT","24 - 35","Seconds","","Standard","Decimal","0 - 999","24 - 35"
"","1896","APTT Control","34","Seconds","34","Standard","Decimal","0 - 99","0 - 35"
"","1897","ESR","Female: Less than 18Male: Less than 14","mm/1st hr","","Standard","Decimal","0 - 200","0 - 500"
"","1898","Heamoglobin (HB)","Female: 12.0 - 16.0Male: 14.0 - 18.0","g/dl","","Standard","Decimal","0 - 500","0 - 25"
"","1899","Platelets Count","150 - 450","*10^9/l","","Standard","Decimal","0 - 99999","150 - 450"
"","1900","ANA Screen IgG","","","","Standard","Text","0 - 250","0 - 99999"
"","1901","Anti HIV I & II Elisa","Negative: < 0.9Borderline: 0.9 to 1.2Positive: > 1.2","S/CO","","Standard","Text","0 - 500","0 - 5000"
"","1902","Dengue NS1 Antigen","Negative < 0.9Borderline 0.9-1.2Positive >1.2","S/CO","","Standard","Text","0 - 500","0 - 1000"
"","1903","Hepatitis B Surface Antigen","Negative: < 0.9Borderline: 0.9 to 1.2Positive: > 1.2","S/CO","","Standard","Text","0 - 500","0 - 1000"
"","1904","Alpha Feto-Protein","Less Than 10","ng/ml","","Standard","Decimal","0 - 10000","0 - 10000"
"","1905","Anti Ds DNA IgG","Negative: < 0.8Borderline: 0.8 to 1.2Positive: > 1.2","IU/ml","","Standard","Text","0 - 100","0 - 100"
"","1906","Anti Tissue Transglutaminase IgA","< 18 Negative18 - 22 Borderline> 22 Positive","U/ml","","Standard","Text","0 - 500","0 - 500"
"","1907","Anti Tissue Transglutaminase IgG","< 18 Negative18 - 22 Borderline> 22 Positive","U/mL","","Standard","Text","0 - 500","0 - 500"
"","1908","IgE","Less Than 190","IU/ml","","Standard","Decimal","0 - 5000","0 - 5000"
"","1909","Stool for H. Pylori Antigen","Negative","","","Standard","Text","0 - 250","0 - 99999"
"","1910","Mucus","","","Nil","Standard","Text","0 - 250","0 - 99999"
"","1911","Cyst/Trophozoite","","","Not Seen.","Descriptive","Text","0 - 250","0 - 99999"
"","1912","Yeast Cells","","","Nil","Descriptive","Text","0 - 250","0 - 99999"
"","1913","Stool for Occult Blood","Negative","","","Standard","List","0 - 500","0 - 0"
"","1914","Free T3","1.2 - 4.2","pg/ml","","Standard","Decimal","0 - 12.6","0 - 500"
"","1915","Free T4","0.7 - 1.7","ng/dl","","Standard","Decimal","0 - 66","0 - 500"
"","1916","LH","Male: 1.2 - 9.0FemaleFollicular phase: 0.90 - 15.0Ovulatory phase: 15.0 - 90.0Luteal phase: 0.80 - 15.0Postmenopause: 10.0 - 65.0","mIU/ml","","Standard","Decimal","0 - 1000","0 - 1000"
"","1917","T4","4.6 - 11.8","ug/dL","","Standard","Decimal","0 - 50","0 - 111"
"","1918","Coagulum","","","","Descriptive","List","0 - 500","0 - 10000"
"","1919","Xanthochromia","","","","Descriptive","List","0 - 500","0 - 1000"
"","1920","CSF Protein","","","mg/dl","Descriptive","Text","0 - 500","0 - 99999"
"","1921","CSF Glucose","","","mg/dl","Descriptive","Text","0 - 500","0 - 99999"
"","1922","Total Cell Count","","","/cmm","Descriptive","Text","0 - 500","0 - 99999"
"","1923","WBCs","","","/cmm","Descriptive","Text","0 - 500","0 - 99999"
"","1924","RBCs","","","/cmm","Descriptive","Text","0 - 500","0 - 99999"
"","1925","Neut","","","%","Descriptive","Text","0 - 500","0 - 99999"
"","1926","Lymph","","","%","Descriptive","Text","0 - 500","0 - 99999"
"","1927","Special Stain","","","","Sub Heading","Text","0 - 500","0 - 99999"
"","1928","Type of Fluid","","","","Descriptive","List","0 - 500","0 - 100"
"","1929","Fluid Protein","","","g/dl","Descriptive","Text","0 - 500","0 - 99999"
"","1930","Fluid Glucose","","","mg/dl","Descriptive","Text","0 - 500","0 - 99999"
"","1931","Fluid LDH","","","U/L","Descriptive","Text","0 - 500","0 - 99999"
"","1932","Anti Cardiolipin IgG","Negative: < 10.0Positive: > 10.0","IU/ml","","Standard","Text","0 - 60","0 - 100"
"","1933","Anti Cardiolipin IgM","Negative: < 0.9Borderline positive 0.9 - 1.1Positive: > 1.1","S/CO","","Standard","Text","0 - 60","0 - 100"
"","1934","Anti Mullerian Hormone (AMH)","Males :<24 months 14 - 4662 - 12 years 7.4 - 243> 12   years 0.7 - 19Females:< 24 months  < 4.72 - 12 years < 8.813 - 19 years 0.9 - 9.520 - 29 years 1.77 - 12.430 - 39 years 0.11 - 12.640 - 49 years 0.02 - 9.77","ng/mL","","Standard","Decimal","0 - 1398","0 - 100"
"","1935","Estradiol","Male: < 87Female:Follicular Phase: 15 - 112Periovulatory Phase: 136 - 251Luteal Phase: 48 - 172Post Menopausal: 10 - 66Hormonal Contraceptives: 15 - 95","pg/mL","","Standard","Decimal","0 - 1000","0 - 10000"
"","1936","HbA1c","","%","","Standard","Decimal","0 - 100","0 - 6.4"
"","1937","Hepatitis B viral Antigen","Negative= < 0.9Borderline= 0.9 - 1.1Positive= > 1.1","S/CO","","Standard","Text","0 - 60","0 - 100"
"","1938","Helicobacter Pylori Abs IgM","Negative: < 18Equivocal: 18 to 22Positive: > 22","U/ml","","Standard","Text","0 - 500","0 - 100"
"","1939","PSA (Prostate Specific Antigen) Total","0.01 - 3.99","ng/ml","","Standard","Decimal","0 - 500","0 - 500"
